REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2020/03/03 05:30:00,1155.61,-50.40,TRADE
SA1,2020/03/03 06:00:00,1234.95,-130.12,TRADE
SA1,2020/03/03 06:30:00,1331.21,-55.95,TRADE
SA1,2020/03/03 07:00:00,1440.48,58.94,TRADE
SA1,2020/03/03 07:30:00,1456.06,-36.92,TRADE
SA1,2020/03/03 08:00:00,1420.38,33.50,TRADE
SA1,2020/03/03 08:30:00,1376.63,-78.60,TRADE
SA1,2020/03/03 09:00:00,1320.95,-44.63,TRADE
SA1,2020/03/03 09:30:00,1280.3,-123.63,TRADE
SA1,2020/03/03 10:00:00,1192.51,-112.39,TRADE
SA1,2020/03/03 10:30:00,1141.61,-25.85,TRADE
SA1,2020/03/03 11:00:00,1098.86,-113.90,TRADE
SA1,2020/03/03 11:30:00,1109.29,-184.28,TRADE
SA1,2020/03/03 12:00:00,1032.77,-58.76,TRADE
SA1,2020/03/03 12:30:00,1020.55,-35.02,TRADE
SA1,2020/03/03 13:00:00,962.31,-42.38,TRADE
SA1,2020/03/03 13:30:00,1012.81,4.41,TRADE
SA1,2020/03/03 14:00:00,975.13,37.05,TRADE
SA1,2020/03/03 14:30:00,952.03,42.39,TRADE
SA1,2020/03/03 15:00:00,939.8,47.37,TRADE
SA1,2020/03/03 15:30:00,975.3,51.89,TRADE
SA1,2020/03/03 16:00:00,1062.3,52.49,TRADE
SA1,2020/03/03 16:30:00,1141.73,50.60,TRADE
SA1,2020/03/03 17:00:00,1213.48,59.33,TRADE
SA1,2020/03/03 17:30:00,1263.14,63.72,TRADE
SA1,2020/03/03 18:00:00,1289.67,64.94,TRADE
SA1,2020/03/03 18:30:00,1313.54,62.06,TRADE
SA1,2020/03/03 19:00:00,1310.78,65.88,TRADE
SA1,2020/03/03 19:30:00,1348.73,62,TRADE
SA1,2020/03/03 20:00:00,1356.63,54.40,TRADE
SA1,2020/03/03 20:30:00,1351.37,54.34,TRADE
SA1,2020/03/03 21:00:00,1321.02,54.66,TRADE
SA1,2020/03/03 21:30:00,1283,53.83,TRADE
SA1,2020/03/03 22:00:00,1234.14,53.02,TRADE
SA1,2020/03/03 22:30:00,1171.65,52.91,TRADE
SA1,2020/03/03 23:00:00,1144.68,44.86,TRADE
SA1,2020/03/03 23:30:00,1133.18,47.35,TRADE
SA1,2020/03/04 00:00:00,1325.59,59.09,TRADE
SA1,2020/03/04 00:30:00,1283.2,53.64,TRADE
SA1,2020/03/04 01:00:00,1244.04,50.57,TRADE
SA1,2020/03/04 01:30:00,1140.51,46.55,TRADE
SA1,2020/03/04 02:00:00,1111.4,50.41,TRADE
SA1,2020/03/04 02:30:00,1109.66,53.66,TRADE
SA1,2020/03/04 03:00:00,1092.96,48.88,TRADE
SA1,2020/03/04 03:30:00,1101.83,45.50,TRADE
SA1,2020/03/04 04:00:00,1115.58,50.50,TRADE
SA1,2020/03/04 04:30:00,1141.18,52.04,TRADE
SA1,2020/03/04 05:00:00,1167.62,55.70,TRADE
SA1,2020/03/04 05:30:00,1207.9,56.26,TRADE
SA1,2020/03/04 06:00:00,1268.33,76.08,TRADE
SA1,2020/03/04 06:30:00,1358.73,73.04,TRADE
SA1,2020/03/04 07:00:00,1449.1,73.75,TRADE
SA1,2020/03/04 07:30:00,1347.61,54.59,TRADE
SA1,2020/03/04 08:00:00,1395.78,60.21,TRADE
SA1,2020/03/04 08:30:00,1369.78,66.55,TRADE
SA1,2020/03/04 09:00:00,1309.8,54.37,TRADE
SA1,2020/03/04 09:30:00,1265.02,55.22,TRADE
SA1,2020/03/04 10:00:00,1178.34,52.45,TRADE
SA1,2020/03/04 10:30:00,1105.26,53.64,TRADE
SA1,2020/03/04 11:00:00,998.74,56.56,TRADE
SA1,2020/03/04 11:30:00,911.57,52.39,TRADE
SA1,2020/03/04 12:00:00,881.63,51.89,TRADE
SA1,2020/03/04 12:30:00,920.16,57.95,TRADE
SA1,2020/03/04 13:00:00,952.07,125.93,TRADE
SA1,2020/03/04 13:30:00,986.92,69,TRADE
SA1,2020/03/04 14:00:00,1047.5,64.72,TRADE
SA1,2020/03/04 14:30:00,1024.44,58.65,TRADE
SA1,2020/03/04 15:00:00,1064.12,53.25,TRADE
SA1,2020/03/04 15:30:00,969.65,52.19,TRADE
SA1,2020/03/04 16:00:00,988.72,60.55,TRADE
SA1,2020/03/04 16:30:00,1016.63,66.38,TRADE
SA1,2020/03/04 17:00:00,1123.62,68.06,TRADE
SA1,2020/03/04 17:30:00,1267.58,67.21,TRADE
SA1,2020/03/04 18:00:00,1313.12,81.38,TRADE
SA1,2020/03/04 18:30:00,1355.81,72.03,TRADE
SA1,2020/03/04 19:00:00,1353.73,68.09,TRADE
SA1,2020/03/04 19:30:00,1377.73,63.41,TRADE
SA1,2020/03/04 20:00:00,1409.2,56.63,TRADE
SA1,2020/03/04 20:30:00,1403.34,60.68,TRADE
SA1,2020/03/04 21:00:00,1367.73,56.76,TRADE
SA1,2020/03/04 21:30:00,1313.52,53.60,TRADE
SA1,2020/03/04 22:00:00,1275.28,50.91,TRADE
SA1,2020/03/04 22:30:00,1245.36,62.55,TRADE
SA1,2020/03/04 23:00:00,1240.26,56.02,TRADE
SA1,2020/03/04 23:30:00,1234.28,61.30,TRADE
SA1,2020/03/05 00:00:00,1408.75,75.97,TRADE
SA1,2020/03/05 00:30:00,1362.05,59.92,TRADE
SA1,2020/03/05 01:00:00,1332.5,63.96,TRADE
SA1,2020/03/05 01:30:00,1257.92,62.84,TRADE
SA1,2020/03/05 02:00:00,1213.22,55.27,TRADE
SA1,2020/03/05 02:30:00,1176.5,46.48,TRADE
SA1,2020/03/05 03:00:00,1167.58,51.55,TRADE
SA1,2020/03/05 03:30:00,1156.14,47.47,TRADE
SA1,2020/03/05 04:00:00,1135.11,46.61,TRADE
SA1,2020/03/05 04:30:00,1150.21,47.53,TRADE
SA1,2020/03/05 05:00:00,1180.73,58.15,TRADE
SA1,2020/03/05 05:30:00,1210.52,63.31,TRADE
SA1,2020/03/05 06:00:00,1282.74,56.02,TRADE
SA1,2020/03/05 06:30:00,1329.75,62.95,TRADE
SA1,2020/03/05 07:00:00,1443.19,79.71,TRADE
SA1,2020/03/05 07:30:00,1462.62,64.63,TRADE
SA1,2020/03/05 08:00:00,1451.43,74.68,TRADE
SA1,2020/03/05 08:30:00,1364.67,78.63,TRADE
SA1,2020/03/05 09:00:00,1303.22,73.72,TRADE
SA1,2020/03/05 09:30:00,1206,68.95,TRADE
SA1,2020/03/05 10:00:00,1163.78,64.82,TRADE
SA1,2020/03/05 10:30:00,1212.34,101.35,TRADE
SA1,2020/03/05 11:00:00,1220.49,63.76,TRADE
SA1,2020/03/05 11:30:00,1216.26,48.50,TRADE
SA1,2020/03/05 12:00:00,1110.52,43.73,TRADE
SA1,2020/03/05 12:30:00,1048.73,45.84,TRADE
SA1,2020/03/05 13:00:00,1099.12,54.77,TRADE
SA1,2020/03/05 13:30:00,1163.14,54.88,TRADE
SA1,2020/03/05 14:00:00,1164.8,47.22,TRADE
SA1,2020/03/05 14:30:00,1119.82,52.69,TRADE
SA1,2020/03/05 15:00:00,1064.41,51.46,TRADE
SA1,2020/03/05 15:30:00,1095.56,53.33,TRADE
SA1,2020/03/05 16:00:00,1128.79,52.20,TRADE
SA1,2020/03/05 16:30:00,1062.04,48.79,TRADE
SA1,2020/03/05 17:00:00,1145.22,56.43,TRADE
SA1,2020/03/05 17:30:00,1239.58,49.41,TRADE
SA1,2020/03/05 18:00:00,1289.46,55.77,TRADE
SA1,2020/03/05 18:30:00,1341.01,65.37,TRADE
SA1,2020/03/05 19:00:00,1384.74,71.43,TRADE
SA1,2020/03/05 19:30:00,1422.54,64.30,TRADE
SA1,2020/03/05 20:00:00,1446.7,57.14,TRADE
SA1,2020/03/05 20:30:00,1438.97,52.89,TRADE
SA1,2020/03/05 21:00:00,1392.79,50.31,TRADE
SA1,2020/03/05 21:30:00,1328.99,54.35,TRADE
SA1,2020/03/05 22:00:00,1310.25,49.15,TRADE
SA1,2020/03/05 22:30:00,1269.48,53.52,TRADE
SA1,2020/03/05 23:00:00,1266.29,53.35,TRADE
SA1,2020/03/05 23:30:00,1262.24,57.36,TRADE
SA1,2020/03/06 00:00:00,1452.93,64.38,TRADE
SA1,2020/03/06 00:30:00,1400.14,62.70,TRADE
SA1,2020/03/06 01:00:00,1348.91,60.77,TRADE
SA1,2020/03/06 01:30:00,1271.12,54.07,TRADE
SA1,2020/03/06 02:00:00,1213.37,54.76,TRADE
SA1,2020/03/06 02:30:00,1205.38,48.60,TRADE
SA1,2020/03/06 03:00:00,1191.74,43.68,TRADE
SA1,2020/03/06 03:30:00,1148.26,40.80,TRADE
SA1,2020/03/06 04:00:00,1163.92,45.55,TRADE
SA1,2020/03/06 04:30:00,1176.55,46.87,TRADE
SA1,2020/03/06 05:00:00,1183.22,51.95,TRADE
SA1,2020/03/06 05:30:00,1233.2,66.75,TRADE
SA1,2020/03/06 06:00:00,1301.84,70.08,TRADE
SA1,2020/03/06 06:30:00,1381.19,71.04,TRADE
SA1,2020/03/06 07:00:00,1458.97,90.54,TRADE
SA1,2020/03/06 07:30:00,1455.36,71.20,TRADE
SA1,2020/03/06 08:00:00,1407.35,68.51,TRADE
SA1,2020/03/06 08:30:00,1364.26,70.70,TRADE
SA1,2020/03/06 09:00:00,1355.62,51.63,TRADE
SA1,2020/03/06 09:30:00,1293.23,58.77,TRADE
SA1,2020/03/06 10:00:00,1198.73,42.26,TRADE
SA1,2020/03/06 10:30:00,1104.97,41.23,TRADE
SA1,2020/03/06 11:00:00,1124.88,44.32,TRADE
SA1,2020/03/06 11:30:00,1125.75,42.41,TRADE
SA1,2020/03/06 12:00:00,1099.13,53.84,TRADE
SA1,2020/03/06 12:30:00,1072.54,60.63,TRADE
SA1,2020/03/06 13:00:00,1017.94,53.17,TRADE
SA1,2020/03/06 13:30:00,947.57,39.25,TRADE
SA1,2020/03/06 14:00:00,858.66,41.47,TRADE
SA1,2020/03/06 14:30:00,799.95,32.99,TRADE
SA1,2020/03/06 15:00:00,799.08,26.64,TRADE
SA1,2020/03/06 15:30:00,784.06,18.46,TRADE
SA1,2020/03/06 16:00:00,845.04,29.04,TRADE
SA1,2020/03/06 16:30:00,892.08,35.96,TRADE
SA1,2020/03/06 17:00:00,967.39,46.33,TRADE
SA1,2020/03/06 17:30:00,1064.14,52.97,TRADE
SA1,2020/03/06 18:00:00,1166.72,77.89,TRADE
SA1,2020/03/06 18:30:00,1259.93,81.78,TRADE
SA1,2020/03/06 19:00:00,1325.65,117.05,TRADE
SA1,2020/03/06 19:30:00,1358.1,91.13,TRADE
SA1,2020/03/06 20:00:00,1372.33,67.18,TRADE
SA1,2020/03/06 20:30:00,1352.17,63.04,TRADE
SA1,2020/03/06 21:00:00,1313.09,53.04,TRADE
SA1,2020/03/06 21:30:00,1268.23,53.66,TRADE
SA1,2020/03/06 22:00:00,1224.9,49.63,TRADE
SA1,2020/03/06 22:30:00,1186.98,50.19,TRADE
SA1,2020/03/06 23:00:00,1163.49,42.92,TRADE
SA1,2020/03/06 23:30:00,1169.28,48.10,TRADE
SA1,2020/03/07 00:00:00,1344.74,49.03,TRADE
SA1,2020/03/07 00:30:00,1296.64,36.03,TRADE
SA1,2020/03/07 01:00:00,1229.51,23.07,TRADE
SA1,2020/03/07 01:30:00,1175.01,11.31,TRADE
SA1,2020/03/07 02:00:00,1136.96,0,TRADE
SA1,2020/03/07 02:30:00,1102.48,1.94,TRADE
SA1,2020/03/07 03:00:00,1088.41,8.57,TRADE
SA1,2020/03/07 03:30:00,1068.17,11.51,TRADE
SA1,2020/03/07 04:00:00,1059.43,19.97,TRADE
SA1,2020/03/07 04:30:00,1053.2,22.89,TRADE
SA1,2020/03/07 05:00:00,1042.82,25.01,TRADE
SA1,2020/03/07 05:30:00,1053.41,30.45,TRADE
SA1,2020/03/07 06:00:00,1100.11,37.77,TRADE
SA1,2020/03/07 06:30:00,1126.78,41.57,TRADE
SA1,2020/03/07 07:00:00,1164.94,43.09,TRADE
SA1,2020/03/07 07:30:00,1145.53,40.16,TRADE
SA1,2020/03/07 08:00:00,1097.84,39.93,TRADE
SA1,2020/03/07 08:30:00,1026.66,41.19,TRADE
SA1,2020/03/07 09:00:00,914.77,36.69,TRADE
SA1,2020/03/07 09:30:00,794.11,28.68,TRADE
SA1,2020/03/07 10:00:00,710.93,23.93,TRADE
SA1,2020/03/07 10:30:00,663.86,17.31,TRADE
SA1,2020/03/07 11:00:00,593.93,11.52,TRADE
SA1,2020/03/07 11:30:00,553.64,19.40,TRADE
SA1,2020/03/07 12:00:00,522.1,23.66,TRADE
SA1,2020/03/07 12:30:00,500.38,25.16,TRADE
SA1,2020/03/07 13:00:00,480.91,23.95,TRADE
SA1,2020/03/07 13:30:00,499.01,15.78,TRADE
SA1,2020/03/07 14:00:00,478.48,26.17,TRADE
SA1,2020/03/07 14:30:00,482.69,24.89,TRADE
SA1,2020/03/07 15:00:00,514.16,12.22,TRADE
SA1,2020/03/07 15:30:00,553.01,24.98,TRADE
SA1,2020/03/07 16:00:00,577.86,23.70,TRADE
SA1,2020/03/07 16:30:00,671.03,23.21,TRADE
SA1,2020/03/07 17:00:00,756.97,29.44,TRADE
SA1,2020/03/07 17:30:00,875.35,37.31,TRADE
SA1,2020/03/07 18:00:00,999.55,46.29,TRADE
SA1,2020/03/07 18:30:00,1112.67,46.89,TRADE
SA1,2020/03/07 19:00:00,1198.54,49.54,TRADE
SA1,2020/03/07 19:30:00,1245.62,43.43,TRADE
SA1,2020/03/07 20:00:00,1257.97,38.82,TRADE
SA1,2020/03/07 20:30:00,1243.27,37.42,TRADE
SA1,2020/03/07 21:00:00,1204.55,32.97,TRADE
SA1,2020/03/07 21:30:00,1183.59,23.33,TRADE
SA1,2020/03/07 22:00:00,1153.21,21.02,TRADE
SA1,2020/03/07 22:30:00,1111.82,25.26,TRADE
SA1,2020/03/07 23:00:00,1111.69,22.50,TRADE
SA1,2020/03/07 23:30:00,1106.79,34.33,TRADE
SA1,2020/03/08 00:00:00,1261.16,39.35,TRADE
SA1,2020/03/08 00:30:00,1221.45,34.65,TRADE
SA1,2020/03/08 01:00:00,1174.48,25.42,TRADE
SA1,2020/03/08 01:30:00,1113.93,14.98,TRADE
SA1,2020/03/08 02:00:00,1057.43,10.92,TRADE
SA1,2020/03/08 02:30:00,1036.12,9.76,TRADE
SA1,2020/03/08 03:00:00,1019.78,9.45,TRADE
SA1,2020/03/08 03:30:00,997.85,9.42,TRADE
SA1,2020/03/08 04:00:00,1006.87,9.50,TRADE
SA1,2020/03/08 04:30:00,1003.57,11.42,TRADE
SA1,2020/03/08 05:00:00,999.5,11.92,TRADE
SA1,2020/03/08 05:30:00,1009.14,19.53,TRADE
SA1,2020/03/08 06:00:00,1038.34,21.76,TRADE
SA1,2020/03/08 06:30:00,1043.86,30.05,TRADE
SA1,2020/03/08 07:00:00,1077.28,35.09,TRADE
SA1,2020/03/08 07:30:00,1068.21,20.97,TRADE
SA1,2020/03/08 08:00:00,1020.61,25.51,TRADE
SA1,2020/03/08 08:30:00,933.51,19,TRADE
SA1,2020/03/08 09:00:00,861.2,4.73,TRADE
SA1,2020/03/08 09:30:00,748.22,6.12,TRADE
SA1,2020/03/08 10:00:00,661.38,4.55,TRADE
SA1,2020/03/08 10:30:00,583.71,4.69,TRADE
SA1,2020/03/08 11:00:00,527.2,-1.11,TRADE
SA1,2020/03/08 11:30:00,494.17,0,TRADE
SA1,2020/03/08 12:00:00,469.28,3.51,TRADE
SA1,2020/03/08 12:30:00,455.53,9.10,TRADE
SA1,2020/03/08 13:00:00,450.15,2.84,TRADE
SA1,2020/03/08 13:30:00,474.21,4.58,TRADE
SA1,2020/03/08 14:00:00,433.63,0.64,TRADE
SA1,2020/03/08 14:30:00,429.3,1.51,TRADE
SA1,2020/03/08 15:00:00,464.48,2.95,TRADE
SA1,2020/03/08 15:30:00,523.18,6.87,TRADE
SA1,2020/03/08 16:00:00,586.1,13.08,TRADE
SA1,2020/03/08 16:30:00,676.45,15.29,TRADE
SA1,2020/03/08 17:00:00,775.24,24.22,TRADE
SA1,2020/03/08 17:30:00,890.1,31.49,TRADE
SA1,2020/03/08 18:00:00,986.28,39.93,TRADE
SA1,2020/03/08 18:30:00,1106.32,43.02,TRADE
SA1,2020/03/08 19:00:00,1188.14,46.28,TRADE
SA1,2020/03/08 19:30:00,1183.35,39.93,TRADE
SA1,2020/03/08 20:00:00,1222.38,38.45,TRADE
SA1,2020/03/08 20:30:00,1207.86,35.29,TRADE
SA1,2020/03/08 21:00:00,1174.82,34.62,TRADE
SA1,2020/03/08 21:30:00,1169.23,27.14,TRADE
SA1,2020/03/08 22:00:00,1159.84,13.07,TRADE
SA1,2020/03/08 22:30:00,1098.31,9.40,TRADE
SA1,2020/03/08 23:00:00,1085.26,9.34,TRADE
SA1,2020/03/08 23:30:00,1077.05,21.35,TRADE
SA1,2020/03/09 00:00:00,1249.56,20.97,TRADE
SA1,2020/03/09 00:30:00,1251.44,7.01,TRADE
SA1,2020/03/09 01:00:00,1212.15,9.78,TRADE
SA1,2020/03/09 01:30:00,1123.59,6.23,TRADE
SA1,2020/03/09 02:00:00,1086.58,0.25,TRADE
SA1,2020/03/09 02:30:00,1046.36,0,TRADE
SA1,2020/03/09 03:00:00,1029.07,1.05,TRADE
SA1,2020/03/09 03:30:00,1018.48,0,TRADE
SA1,2020/03/09 04:00:00,1020.76,4.30,TRADE
SA1,2020/03/09 04:30:00,1016.86,10.76,TRADE
SA1,2020/03/09 05:00:00,1041.95,15.85,TRADE
SA1,2020/03/09 05:30:00,1035.11,32.40,TRADE
SA1,2020/03/09 06:00:00,1062.83,26.05,TRADE
SA1,2020/03/09 06:30:00,1077.97,47.78,TRADE
SA1,2020/03/09 07:00:00,1085.84,63.66,TRADE
SA1,2020/03/09 07:30:00,1078.29,40.15,TRADE
SA1,2020/03/09 08:00:00,1003.12,35.51,TRADE
SA1,2020/03/09 08:30:00,918.83,32.26,TRADE
SA1,2020/03/09 09:00:00,841.33,13.07,TRADE
SA1,2020/03/09 09:30:00,743.89,9.45,TRADE
SA1,2020/03/09 10:00:00,657.64,-0.13,TRADE
SA1,2020/03/09 10:30:00,579.69,2.56,TRADE
SA1,2020/03/09 11:00:00,557.11,5.75,TRADE
SA1,2020/03/09 11:30:00,576.22,3.33,TRADE
SA1,2020/03/09 12:00:00,576.45,1.64,TRADE
SA1,2020/03/09 12:30:00,466.04,4.65,TRADE
SA1,2020/03/09 13:00:00,473.43,0.46,TRADE
SA1,2020/03/09 13:30:00,407.7,-10.94,TRADE
SA1,2020/03/09 14:00:00,388.59,0.05,TRADE
SA1,2020/03/09 14:30:00,497.44,5.32,TRADE
SA1,2020/03/09 15:00:00,701.51,9.88,TRADE
SA1,2020/03/09 15:30:00,743.81,11.87,TRADE
SA1,2020/03/09 16:00:00,659.7,12.31,TRADE
SA1,2020/03/09 16:30:00,705.96,23.54,TRADE
SA1,2020/03/09 17:00:00,825.98,34.34,TRADE
SA1,2020/03/09 17:30:00,995.62,36.69,TRADE
SA1,2020/03/09 18:00:00,1137.64,47.36,TRADE
SA1,2020/03/09 18:30:00,1179.02,48.69,TRADE
SA1,2020/03/09 19:00:00,1220.82,51.15,TRADE
SA1,2020/03/09 19:30:00,1245.2,47.27,TRADE
SA1,2020/03/09 20:00:00,1255.19,44.11,TRADE
SA1,2020/03/09 20:30:00,1210.95,41.13,TRADE
SA1,2020/03/09 21:00:00,1184.76,41,TRADE
SA1,2020/03/09 21:30:00,1159.86,39.40,TRADE
SA1,2020/03/09 22:00:00,1141.73,37.49,TRADE
SA1,2020/03/09 22:30:00,1099.82,37.38,TRADE
SA1,2020/03/09 23:00:00,1083.53,37.68,TRADE
SA1,2020/03/09 23:30:00,1091.95,37.85,TRADE
SA1,2020/03/10 00:00:00,1277.62,40.86,TRADE
SA1,2020/03/10 00:30:00,1268.14,40.51,TRADE
SA1,2020/03/10 01:00:00,1241.72,36.94,TRADE
SA1,2020/03/10 01:30:00,1157.15,38.36,TRADE
SA1,2020/03/10 02:00:00,1112.39,32.48,TRADE
SA1,2020/03/10 02:30:00,1093.72,32.04,TRADE
SA1,2020/03/10 03:00:00,1077.05,33.66,TRADE
SA1,2020/03/10 03:30:00,1044.87,31.30,TRADE
SA1,2020/03/10 04:00:00,1038.96,35.02,TRADE
SA1,2020/03/10 04:30:00,1045.55,38.08,TRADE
SA1,2020/03/10 05:00:00,1089.79,42.83,TRADE
SA1,2020/03/10 05:30:00,1142.88,56.59,TRADE
SA1,2020/03/10 06:00:00,1207.78,58.30,TRADE
SA1,2020/03/10 06:30:00,1312.93,83.40,TRADE
SA1,2020/03/10 07:00:00,1375.73,89.55,TRADE
SA1,2020/03/10 07:30:00,1353.83,52.32,TRADE
SA1,2020/03/10 08:00:00,1288.18,46.55,TRADE
SA1,2020/03/10 08:30:00,1243.68,45.38,TRADE
SA1,2020/03/10 09:00:00,1141.1,42.43,TRADE
SA1,2020/03/10 09:30:00,1050.85,45.31,TRADE
